SECCION,CASILLA,LOCALIDAD,DOMICILIO
1340,B1,LEON,"CASA PARTICULAR, CALLE ATOTONILCO, NÚMERO 327, FRACCIONAMIENTO HIDALGO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE ZITµCUARO Y CALLE TANCóTARO"
1340,C1,LEON,"CASA PARTICULAR, CALLE ATOTONILCO, NÚMERO 327, FRACCIONAMIENTO HIDALGO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE ZITµCUARO Y CALLE TANCóTARO"
1341,B1,LEON,"CASA DE CULTURA EFRN HERNµNDEZ, CALLE MONTE DE LAS CRUCES, NÚMERO 402, FRACCIONAMIENTO HIDALGO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE ZITµCUARO Y CALLE ZINAPCUARO"
1341,C1,LEON,"CASA DE CULTURA EFRN HERNµNDEZ, CALLE MONTE DE LAS CRUCES, NÚMERO 402, FRACCIONAMIENTO HIDALGO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE ZITµCUARO Y CALLE ZINAPCUARO"
1342,B1,LEON,"ESCUELA PRIMARIA PROFESOR LUIS CHµVEZ OROZCO, CALLE FRANCISCO JAVIER CLAVIJERO, NÚMERO 312, FRACCIONAMIENTO HIDALGO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE LUNA Y ZINAPCUARO"
1342,C1,LEON,"ESCUELA PRIMARIA PROFESOR LUIS CHµVEZ OROZCO, CALLE FRANCISCO JAVIER CLAVIJERO, NÚMERO 312, FRACCIONAMIENTO HIDALGO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE LUNA Y ZINAPCUARO"
1350,B1,LEON,"ESCUELA PRIMARIA URBANA MELCHOR OCAMPO, CALLE QUITO, NÚMERO 321, COLONIA EL CORTIJO, CóDIGO POSTAL 37250, LEóN, GUANAJUATO, ENTRE CALLE CARACAS Y CALLE SANTIAGO"
1350,C1,LEON,"ESCUELA PRIMARIA URBANA MELCHOR OCAMPO, CALLE QUITO, NÚMERO 321, COLONIA EL CORTIJO, CóDIGO POSTAL 37250, LEóN, GUANAJUATO, ENTRE CALLE CARACAS Y CALLE SANTIAGO"
1351,B1,LEON,"CLóNICA DEL SEGURO SOCIAL T47, BOULEVARD ANTONIO MADRAZO, SIN NÚMERO, COLONIA LAS TROJES, CóDIGO POSTAL 37227, LEóN, GUANAJUATO, ENTRE FRAY TORIBIO DE BENAVENTE Y DOMINGO DE MENDIOLA"
1351,C1,LEON,"CLóNICA DEL SEGURO SOCIAL T47, BOULEVARD ANTONIO MADRAZO, SIN NÚMERO, COLONIA LAS TROJES, CóDIGO POSTAL 37227, LEóN, GUANAJUATO, ENTRE FRAY TORIBIO DE BENAVENTE Y DOMINGO DE MENDIOLA"
1352,B1,LEON,"PLAZA LUCERO, CALLE PEDRO DEL CAMPILLO, SIN NÚMERO, COLONIA LAS TROJES, CóDIGO POSTAL 37227, LEóN, GUANAJUATO, ENTRE CALLE OSA MAYOR Y CALLE RETORNO URANO"
1352,C1,LEON,"PLAZA LUCERO, CALLE PEDRO DEL CAMPILLO, SIN NÚMERO, COLONIA LAS TROJES, CóDIGO POSTAL 37227, LEóN, GUANAJUATO, ENTRE CALLE OSA MAYOR Y CALLE RETORNO URANO"
1353,B1,LEON,"CASA PARTICULAR, ANDADOR CERES, NÚMERO 121, COLONIA POPULAR ANAYA, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE CALLE NEPTUNO Y CIRCUITO DEL CENTAURO"
1353,C1,LEON,"CASA PARTICULAR, ANDADOR CERES, NÚMERO 131, COLONIA POPULAR ANAYA, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE CALLE NEPTUNO Y CIRCUITO DEL CENTAURO"
1354,B1,LEON,"CASA PARTICULAR, CALLE HRCULES, NÚMERO 338, COLONIA EL RETIRO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE LUNA Y CALLE ZINAPCUARO"
1354,C1,LEON,"CASA PARTICULAR, CALLE HRCULES, NÚMERO 338, COLONIA EL RETIRO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE LUNA Y CALLE ZINAPCUARO"
1355,B1,LEON,"MERCADO EL RETIRO, CALLE ZINAPCUARO, NÚMERO 703, COLONIA EL RETIRO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE AURORA Y CALLE HRCULES"
1355,C1,LEON,"MERCADO EL RETIRO, CALLE ZINAPCUARO, NÚMERO 703, COLONIA EL RETIRO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE AURORA Y CALLE HRCULES"
1356,B1,LEON,"CASA PARTICULAR, CALLE ALHóNDIGA, NÚMERO 313 B, FRACCIONAMIENTO HIDALGO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE ZITµCUARO Y CALLE ZINAPCUARO"
1356,C1,LEON,"CASA PARTICULAR, CALLE ALHóNDIGA, NÚMERO 313 B, FRACCIONAMIENTO HIDALGO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE ZITµCUARO Y CALLE ZINAPCUARO"
1357,B1,LEON,"CASA PARTICULAR, CALLE ATLAS, NÚMERO 127, COLONIA EL RETIRO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE ZITµCUARO Y CALLE TANCóTARO"
1357,C1,LEON,"CASA PARTICULAR, CALLE ATLAS, NÚMERO 127, COLONIA EL RETIRO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE ZITµCUARO Y CALLE TANCóTARO"
1358,B1,LEON,"CASA PARTICULAR, CALLE TRES REYES, NÚMERO 122, COLONIA EL RETIRO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE ZITµCUARO Y CALLE TANCóTARO"
1358,C1,LEON,"CASA PARTICULAR, CALLE TRES REYES, NÚMERO 122, COLONIA EL RETIRO, CóDIGO POSTAL 37220, LEóN, GUANAJUATO, ENTRE CALLE ZITµCUARO Y CALLE TANCóTARO"
1359,B1,LEON,"CASA PARTICULAR, CALLE COALCOMAN, NÚMERO 128, COLONIA SAN AGUSTóN, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE CALLE URUAPAN Y CALLE JIQUILPAN"
1359,C1,LEON,"CASA PARTICULAR, CALLE COALCOMAN, NÚMERO 109, COLONIA SAN AGUSTóN, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE CALLE URUAPAN Y CALLE JIQUILPAN"
1360,B1,LEON,"ESCUELA PRIMARIA MARóA TERESA GARCóA DE TORRES LANDA, ANDADOR MERCURIO, SIN NÚMERO, COLONIA EL LUCERO, CóDIGO POSTAL 37258, LEóN, GUANAJUATO, ENTRE CALLE MERCURIO Y CALLE MARTE"
1360,C1,LEON,"ESCUELA PRIMARIA MARóA TERESA GARCóA DE TORRES LANDA, ANDADOR MERCURIO, SIN NÚMERO, COLONIA EL LUCERO, CóDIGO POSTAL 37258, LEóN, GUANAJUATO, ENTRE CALLE MERCURIO Y CALLE MARTE"
1361,B1,LEON,"CASA PARTICULAR, CALLE CRISTóBAL DE SORIA, NÚMERO 108 A, COLONIA LAS TROJES, CóDIGO POSTAL 37227, LEóN, GUANAJUATO, ENTRE CALLE JUAN DE JASSO Y CALLE JUAN DE SAYAS"
1361,C1,LEON,"CASA PARTICULAR, CALLE CRISTóBAL DE SORIA, NÚMERO 108 A, COLONIA LAS TROJES, CóDIGO POSTAL 37227, LEóN, GUANAJUATO, ENTRE CALLE JUAN DE JASSO Y CALLE JUAN DE SAYAS"
1362,B1,LEON,"CASA PARTICULAR, AVENIDA SATURNO, NÚMERO 413, COLONIA EL CORTIJO, CóDIGO POSTAL 37250, LEóN, GUANAJUATO, ENTRE CALLE CARACAS Y BOULEVARD HILARIO MEDINA"
1362,C1,LEON,"CASA PARTICULAR, AVENIDA SATURNO, NÚMERO 309, COLONIA EL CORTIJO, CóDIGO POSTAL 37250, LEóN, GUANAJUATO, ENTRE CALLE SANTIAGO Y CALLE CARACAS."
1363,B1,LEON,"ESCUELA PRIMARIA FELIPE µNGELES, AVENIDA PORTO ALEGRE, SIN NUMERO, COLONIA LA CARMONA, CóDIGO POSTAL 37250, LEóN, GUANAJUATO, ENTRE BOULEVARD CUZCO Y BAHóA BLANCA"
1363,C1,LEON,"ESCUELA PRIMARIA FELIPE µNGELES, AVENIDA PORTO ALEGRE, SIN NUMERO, COLONIA LA CARMONA, CóDIGO POSTAL 37250, LEóN, GUANAJUATO, ENTRE BOULEVARD CUZCO Y BAHóA BLANCA"
1370,B1,LEON,"CASA PARTICULAR, CALLE MARACAIBO, NÚMERO 329, COLONIA LA CARMONA, CóDIGO POSTAL 37250, LEóN, GUANAJUATO, ENTRE SANTIAGO Y CARACAS"
1370,C1,LEON,"CASA PARTICULAR, CALLE MARACAIBO, NÚMERO 320, COLONIA LA CARMONA, CóDIGO POSTAL 37250, LEóN, GUANAJUATO, ENTRE LAS CALLE SANTIAGO Y CALLE CARACAS"
1371,B1,LEON,"CENTRO DE ESTUDIOS TECNOLóGICOS INDUSTRIALES Y DE SERVICIOS NÚMERO 21, BOULEVARD CUZCO, NÚMERO 202, COLONIA LAS TROJES, CóDIGO DE POSTAL 37227, LEóN, GUANAJUATO, ENTRE CALLE ALONSO DE BELMONTE Y DIEGO DE HINOJOSA"
1371,C1,LEON,"CENTRO DE ESTUDIOS TECNOLóGICOS INDUSTRIALES Y DE SERVICIOS NÚMERO 21, BOULEVARD CUZCO, NÚMERO 202, COLONIA LAS TROJES, CóDIGO DE POSTAL 37227, LEóN, GUANAJUATO, ENTRE CALLE ALONSO DE BELMONTE Y DIEGO DE HINOJOSA"
1372,B1,LEON,"ESCUELA PRIMARIA PARTICULAR SIMóN BOLóVAR, CALLE PEGASO, NÚMERO 805, COLONIA POPULAR ANAYA, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE BOULEVARD VICENTE VALTIERRA Y CALLE ESTRELLA POLAR"
1372,C1,LEON,"ESCUELA PRIMARIA PARTICULAR SIMóN BOLóVAR, CALLE PEGASO, NÚMERO 805, COLONIA POPULAR ANAYA, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE BOULEVARD VICENTE VALTIERRA Y CALLE ESTRELLA POLAR"
1373,B1,LEON,"CASA PARTICULAR, CALLE LA BRISA, NÚMERO 509, COLONIA LA BRISA, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE BOULEVARD VICENTE VALTIERRA Y CALLE LA PIEDAD"
1374,B1,LEON,"JARDóN DE NIñOS ESTRELLITA DE LUZ , CALLE YURCUARO, NÚMERO 520, COLONIA MICHOACµN, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE BOULEVARD VICENTE VALTIERRA Y CALLE MARAVATIO"
1374,C1,LEON,"JARDóN DE NIñOS ESTRELLITA DE LUZ , CALLE YURCUARO, NÚMERO 520, COLONIA MICHOACµN, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE BOULEVARD VICENTE VALTIERRA Y CALLE MARAVATIO"
1375,B1,LEON,"CASA PARTICULAR, CALLE JIQUILPAN, NÚMERO 404, COLONIA SAN AGUSTóN, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE CALLE ZAMORA Y CALLE QUIROGA"
1376,B1,LEON,"CASA PARTICULAR, CALLE SAHUAYO, NÚMERO 215, COLONIA SAN AGUSTóN, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE CALLE ZAMORA Y CALLE URUAPAN"
1377,B1,LEON,"CASA PARTICULAR, CALLE TEPALCATEPEC, NÚMERO 427, COLONIA MICHOACµN, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE CALLE CHUPóCUARO Y BOULEVARD VICENTE VALTIERRA"
1378,B1,LEON,"ESCUELA PRIMARIA GUADALUPE VICTORIA, CALLE CHUPICUARO, NÚMERO 602, COLONIA LA BRISA, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE CALLE JANITZIO Y CALLE TACµMBARO"
1379,B1,LEON,"CASA PARTICULAR, CALLE PARACHO, NÚMERO 311, COLONIA LA BRISA, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE CALLE PURPERO Y CALLE CHUPóCUARO"
1379,C1,LEON,"CASA PARTICULAR, CALLE PARACHO, NÚMERO 311, COLONIA LA BRISA, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE CALLE PURPERO Y CALLE CHUPóCUARO"
1380,B1,LEON,"ESCUELA PRIMARIA TEOTIHUACµN, CALLE CANDELARIA, NÚMERO 105, COLONIA EL COECILLO, CóDIGO POSTAL 37260, LEóN, GUANUAJUATO, ENTRE CALLE LA BRISA Y CALLE CERRO PRIETO"
1385,B1,LEON,"CASA PARTICULAR, CALLE RECIFE, NÚMERO 104, COLONIA LA CARMONA, CóDIGO POSTAL 37250, LEóN, GUANAJUATO, ENTRE BOULEVARD ANTONIO MADRAZO Y CALLE MAR DE PLATA"
1385,C1,LEON,"CASA PARTICULAR, CALLE RECIFE, NÚMERO 317, COLONIA LA CARMONA, CóDIGO POSTAL 37250, LEóN, GUANAJUATO, ENTRE CALLE SANTIAGO Y AVENIDA PORTO ALEGRE"
1398,B1,LEON,"ESCUELA PRIMARIA JAIME NUNó, CALLE TACµMBARO, NÚMERO 214, COLONIA LA BRISA, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE CANDELARIA Y PUREPERO"
1398,C1,LEON,"ESCUELA PRIMARIA JAIME NUNó, CALLE TACµMBARO, NÚMERO 214, COLONIA LA BRISA, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE CANDELARIA Y PUREPERO"
1399,B1,LEON,"CENTRO EDUCATIVO GRUPO CEDVA, CALLE NORIEGA, NÚMERO 104, COLONIA OBREGóN, CóDIGO POSTAL 37320, LEóN, GUANAJUATO, ENTRE AVENIDA CHAPULTEPEC Y CALLE ALLENDE"
1400,B1,LEON,"ESCUELA PRIMARIA URBANA NÚMERO 6 LEONA VICARIO, CALLE 27 DE SEPTIEMBRE, NÚMERO 625, COLONIA OBREGóN, CóDIGO POSTAL 37320, LEóN, GUANAJUATO, ENTRE ALLENDE E IGNACIO LóPEZ RAYóN"
1401,B1,LEON,"CASA PARTICULAR, CALLE IGNACIO LóPEZ RAYóN, NÚMERO 316, COLONIA OBREGóN, CóDIGO POSTAL 37320, LEóN, GUANAJUATO, ENTRE CALLE AQUILES SERDµN Y CALLE 20 DE ENERO"
1402,B1,LEON,"CASA PARTICULAR, CALLE HIDALGO, NÚMERO 624, COLONIA OBREGóN, CóDIGO POSTAL 37320, LEóN, GUANAJUATO, ENTRE IGNACIO LóPEZ RAYóN Y CUAUHTMOC"
1403,B1,LEON,"ESCUELA TELESECUNDARIA NO. 7 SANTA FE, CALLE SALVADOR VARGAS, NÚMERO 202, COLONIA SANTA FE, CóDIGO POSTAL 37240, LEóN, GUANAJUATO, ENTRE MALECON DEL RIO Y CRUZ DE CANTERA"
1404,B1,LEON,"CASA PARTICULAR, CALLE MANZANILLA, NÚMERO 206, COLONIA LA MORA, CóDIGO POSTAL 37260, LEóN, GUANAJUATO, ENTRE CRUZ DE CANTERA Y LAUREL"
1405,B1,LEON,"CASA PARTICULAR, CALLE CHAYOTE, NÚMERO 301, COLONIA EL COECILLO, CóDIGO POSTAL 37260, LEóN, GUANAJUATO, ENTRE CALLE CANDELARIA Y CALLE SAN IGNACIO"
1419,B1,LEON,"CASA PARTICULAR, CALLE CHAYOTE, NÚMERO 112, BARRIO DEL COECILLO, CóDIGO POSTAL 37260, LEóN, GUANAJUATO, ENTRE LA MORA Y AVENIDA RAMOS"
1420,B1,LEON,"CASA PARTICULAR, CALLE PRIVADA DE LA MORA, NÚMERO 110, BARRIO DEL COECILLO, CóDIGO POSTAL 37260, LEóN, GUANAJUATO, ENTRE MORA Y PRIVADA LA MORA"
1421,B1,LEON,"CASA PARTICULAR, CALLE GUTIRREZ NAJERA, NÚMERO 425, BARRIO DE SANTIAGO, CóDIGO POSTAL 37327, LEóN, GUANAJUATO, ENTRE CALLE DE LA PAZ Y CALLE ROSA DE CASTILLA"
1422,B1,LEON,"INSTITUTO IGNACIO ALLENDE, CALLE 5 DE MAYO, NÚMERO 409, COLONIA OBREGóN, CóDIGO POSTAL 37320, LEóN, GUANAJUATO, ENTRE MELCHOR OCAMPO Y GUTIERREZ NAJERA"
1423,B1,LEON,"GUARDERóA MATATENA, TAREAS Y TALLERES, CALLE 20 DE ENERO, NÚMERO 407, COLONIA OBREGóN, CóDIGO POSTAL 37340, LEóN, GUANAJUATO, ENTRE MELCHOR OCAMPO Y LERDO DE TEJADA"
1424,B1,LEON,"CASA PARTICULAR, CALLE MELCHOR OCAMPO, NÚMERO 424, COLONIA OBREGóN, CóDIGO POSTAL 37340, LEóN, GUANAJUATO, ENTRE 27 DE SEPTIEMBRE Y AQUILES SERDµN"
1425,B1,LEON,"INSTITUTO ANTONIA MAYLLEN, CALLE AQUILES SERDµN, NÚMERO 221, COLONIA ZONA CENTRO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, LA ENTRADA PARA LA CASILLA ES POR ADOLFO LOPEZ MATEOS 413"
1426,B1,LEON,"ESCUELA PRIMARIA URBANA NÚMERO 1 AQUILES SERDµN, AVENIDA JUµREZ, NÚMERO 231,COLONIA ZONA CENTRO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE DóAZ MIRON Y BELISARIO DOMóNGUEZ"
1427,B1,LEON,"PREESCOLAR CASA MXICO, CALLE DONATO GUERRA, NÚMERO 421, BARRIO DE SANTIAGO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE CALLE TRES GUERRAS Y BOULEVARD ADOLFO LóPEZ MATEOS"
1428,B1,LEON,"ESCUELA PARTICULAR SUPERIOR DE MéSICA, CALLE TRES GUERRAS, NÚMERO 440, BARRIO DE SANTIAGO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE MALECóN DEL RóO Y LA PAZ"
1429,B1,LEON,"MERCADO LA LUZ, BOULEVARD LA LUZ, NÚMERO 131, COLONIA EL COECILLO, CóDIGO POSTAL 37260, LEóN, GUANAJUATO, ENTRE MALECóN DEL RóO Y CALLE TORO"
1444,B1,LEON,"ESCUELA PRIMARIA INSTITUTO AGAZZI, CALLE LIBERTAD, NÚMERO 206, COLONIA ZONA CENTRO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE BOULEVARD PEDRO MORENO Y BOULEVARD ADOLFO LóPEZ MATEOS"
1445,B1,LEON,"CEPOB COLEGIO DE ESTUDIOS DE POSTGRADO DEL BAJóO, CALLE DONATO GUERRA, NÚMERO 124, COLONIA ZONA CENTRO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE CALLE FRANCISCO I. MADERO Y CALLE PEDRO MADERO"
1446,B1,LEON,"CASA PARTICULAR, CALLE LICENCIADO PRIMO VERDAD, NÚMERO 123, COLONIA CENTRO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE CALLE PEDRO MORENO, Y CALLE FRANCISCO I. MADERO"
1447,B1,LEON,"INSTITUTO HISPANOAMRICA, CALLE 5 DE FEBRERO, NÚMERO 707, COLONIA ZONA CENTRO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE 15 DE SEPTIEMBRE Y DOCTOR HERNµNDEZ ALVAREZ"
1454,B1,LEON,"CASA PARTICULAR, CALLE DOCTOR HERNµNDEZ µLVAREZ, NÚMERO 348, COLONIA SAN JUAN DE DIOS, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE CALLE DóAZ MIRóN Y CALLE 5 DE FEBRERO"
1455,B1,LEON,"ESCUELA DE CIENCIAS CONTABLES Y ADMINISTRATIVAS ECCA , CALLE 5 DE FEBRERO, NÚMERO 626, COLONIA ZONA CENTRO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE JUAN VALLE Y MANUEL DOBLADO"
1456,B1,LEON,"ESCUELA PREPARATORIA LEóN 400, CALLE ALTAMIRANO, NÚMERO 108, COLONIA ZONA CENTRO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE CALLE DóAZ MIRóN Y CALLE 5 DE FEBRERO"
1457,B1,LEON,"ESCUELA PRIMARIA URBANA 3 NICOLµS RANGEL, CALLE EMILIANO ZAPATA, NÚMERO 307, COLONIA ZONA CENTRO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE DóAZ MIRóN Y ROSAS MORENO"
1458,B1,LEON,"INSTITUTO DE MATEMµTICAS ALBERT EINSTEIN, CALLE BENITO JUµREZ, NÚMERO 307, COLONIA ZONA CENTRO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE CALLES DIAZ MIRON Y CONSTITUCIóN"
1459,B1,LEON,"CASA PARTICULAR, CALLE IGNACIO COMONFORT, NÚMERO 427, COLONIA CENTRO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE CALLE CONSTITUCIóN Y CALLE LEANDRO VALLE"
1460,B1,LEON,"CENTRO GERONTOLóGICO SAN JUAN DE DIOS, PLAZA REVOLUCIóN, SIN NÚMERO, BARRIO DE SAN JUAN DE DIOS, CóDIGO POSTAL 37004, LEóN, GUANAJUATO, ENTRE CALLE ROSAS MORENO Y GUILLERMO PRIETO"
1461,B1,LEON,"ESCUELA PRIMARIA URBANA VICENTE GONZµLEZ DEL CASTILLO 24 DE FEBRERO, MATUTINO Y VESPERTINO, CALLE DOCTOR HERNµNDEZ µLVAREZ, NÚMERO 802, BARRIO SAN JUAN DE DIOS, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE ANTONIO PLAZA Y BOULEVARD MARIANO ESCOBEDO"
1461,C1,LEON,"ESCUELA PRIMARIA URBANA VICENTE GONZµLEZ DEL CASTILLO 24 DE FEBRERO, MATUTINO Y VESPERTINO, CALLE DOCTOR HERNµNDEZ µLVAREZ, NÚMERO 802, BARRIO SAN JUAN DE DIOS, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRE ANTONIO PLAZA Y BOULEVARD MARIANO ESCOBEDO"
1470,B1,HUIZACHE,"ESCUELA PRIMARIA CUITLµHUAC, DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD EL HUIZACHE, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, A PIE DE CARRETERA DEL HUIZACHE"
1471,B1,EL SAUCO,"ESCUELA PRIMARIA BENITO JUµREZ, CALLE PIMIENTO, SIN NÚMERO, LOCALIDAD EL SAUCO, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, A PIE DE CARRETERA DEL SAUCO"
1472,B1,SAUCILLO DE AVALOS,"ESCUELA PRIMARIA AGUSTóN DE ITURBIDE, DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD SAUCILLO DE µVALOS, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENFRENTE DEL TEMPLO"
1472,E1,BARBOSA 1,"ESCUELA PRIMARIA PEDRO MORENO , DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD BARBOSA 1, CóDIGO POSTAL 37000, LEóN, GUANAJUATO, ENTRANDO A LA LOCALIDAD POR LA CARRETERA LEóN A SAN FELIPE"
1473,B1,HACIENDA ARRIBA 1,"ESCUELA PRIMARIA RAFAEL RAMóREZ, CALLE HERMOSILLO, SIN NÚMERO, COLONIA HACIENDA ARRIBA DE LA CONCEPCIóN, CóDIGO POSTAL 37660, LEóN, GUANAJUATO, ENTRE CALLE SANTA INES Y CALLE ANTIGUO CAMINO A COMANJA"
1473,C1,HACIENDA ARRIBA 1,"ESCUELA PRIMARIA RAFAEL RAMóREZ, CALLE HERMOSILLO, SIN NÚMERO, COLONIA HACIENDA ARRIBA DE LA CONCEPCIóN, CóDIGO POSTAL 37660, LEóN, GUANAJUATO, ENTRE CALLE SANTA INES Y CALLE ANTIGUO CAMINO A COMANJA"
1473,C2,HACIENDA ARRIBA 1,"ESCUELA PRIMARIA RAFAEL RAMóREZ, CALLE HERMOSILLO, SIN NÚMERO, COLONIA HACIENDA ARRIBA DE LA CONCEPCIóN, CóDIGO POSTAL 37660, LEóN, GUANAJUATO, ENTRE CALLE SANTA INES Y CALLE ANTIGUO CAMINO A COMANJA"
1473,C3,HACIENDA ARRIBA 1,"ESCUELA PRIMARIA RAFAEL RAMóREZ, CALLE HERMOSILLO, SIN NÚMERO, COLONIA HACIENDA ARRIBA DE LA CONCEPCIóN, CóDIGO POSTAL 37660, LEóN, GUANAJUATO, ENTRE CALLE SANTA INES Y CALLE ANTIGUO CAMINO A COMANJA"
1473,C4,HACIENDA ARRIBA 1,"ESCUELA PRIMARIA RAFAEL RAMóREZ, CALLE HERMOSILLO, SIN NÚMERO, COLONIA HACIENDA ARRIBA DE LA CONCEPCIóN, CóDIGO POSTAL 37660, LEóN, GUANAJUATO, ENTRE CALLE SANTA INES Y CALLE ANTIGUO CAMINO A COMANJA"
1478,B1,LA PATIñA,"ESCUELA PRIMARIA FRANCISCO I MADERO, CALLE ANTIGUO CAMINO A COMANJA, NÚMERO 20, COLONIA LA PATIñA, CóDIGO POSTAL 37696, LEóN, GUANAJUATO, SOBRE CAMINO A LA PATIñA"
1478,C1,LA PATIñA,"ESCUELA PRIMARIA FRANCISCO I MADERO, CALLE ANTIGUO CAMINO A COMANJA, NÚMERO 20, COLONIA LA PATIñA, CóDIGO POSTAL 37696, LEóN, GUANAJUATO, SOBRE CAMINO A LA PATIñA"
1479,B1,PRESA DE SARDENETA,"ESCUELA PRIMARIA JUAN JOS MARTóNEZ EL PóPILA, BOULEVARD HILARIO MEDINA, SIN NÚMERO, COLONIA PRESA DE SARDENETA, CóDIGO POSTAL 37270, LEóN, GUANAJUATO, ENTRE CALLE TEPETATE Y CAMINO AL OJO DE AGUA"
1479,C1,PRESA DE SARDENETA,"ESCUELA PRIMARIA JUAN JOS MARTóNEZ EL PóPILA, BOULEVARD HILARIO MEDINA, SIN NÚMERO, COLONIA PRESA DE SARDENETA, CóDIGO POSTAL 37270, LEóN, GUANAJUATO, ENTRE CALLE TEPETATE Y CAMINO AL OJO DE AGUA"
1479,C2,PRESA DE SARDENETA,"ESCUELA PRIMARIA JUAN JOS MARTóNEZ EL PóPILA, BOULEVARD HILARIO MEDINA, SIN NÚMERO, COLONIA PRESA DE SARDENETA, CóDIGO POSTAL 37270, LEóN, GUANAJUATO, ENTRE CALLE TEPETATE Y CAMINO AL OJO DE AGUA"
1479,C3,PRESA DE SARDENETA,"ESCUELA PRIMARIA JUAN JOS MARTóNEZ EL PóPILA, BOULEVARD HILARIO MEDINA, SIN NÚMERO, COLONIA PRESA DE SARDENETA, CóDIGO POSTAL 37270, LEóN, GUANAJUATO, ENTRE CALLE TEPETATE Y CAMINO AL OJO DE AGUA"
1480,B1,IBARRILLA,"ESCUELA PRIMARIA BENITO JUµREZ, AVENIDA SAN JUAN, NÚMERO 301, COLONIA IBARRILLA, CóDIGO POSTAL 37207, LEóN, GUANAJUATO, ENTRE AVENIDA LA CRUZ Y AVENIDA LA PRESA"
1480,C1,IBARRILLA,"ESCUELA PRIMARIA BENITO JUµREZ, AVENIDA SAN JUAN, NÚMERO 301, COLONIA IBARRILLA, CóDIGO POSTAL 37207, LEóN, GUANAJUATO, ENTRE AVENIDA LA CRUZ Y AVENIDA LA PRESA"
